code_insee,beneficiaire_trans_eco,moyenne_conso_agri_hab,moyenne_conso_indus_hab,moyenne_conso_tertiaire_hab,moyenne_conso_residentiel_hab,moyenne_conso_totale_hab,emissions_ges,nb_actes_france_renov,friche,ecoquartiers,part_residences_secondaires,beneficiaire_prog,climat,gridens7,superf_choro,departement,gare_tgv,part_trajets_voiture,med_disp,p_pop,CSP_maire,com_variation_encours_dette_ha_pct,part_inactifs,part_actifs,dependance_eco,abstention_municipales,taux_creation_ent,total_entreprises,part_licencies_sportifs,part_jeunes_sans_diplome
22368,0,0,0.027138239583078264,0.12502314448990445,3.548262214743407,3.708770164621055,1430,23,3,0,10.6,0,Autre,6,4.15,22,0,86.7,22580,724,43,-72.7,12.01657458563536,43.784530386740336,133,38,16.4,55,26.381215469613263,0
22369,0,1.4752792135197434,0.761117620850711,0.4094107559129888,3.611828664741832,6.257636255025275,6918,42,0,0,13.2,0,Autre,6,14.56,22,0,83.5,22110,787,33,-52.6,12.706480304955528,46.8869123252859,110,42,21.7,46,18.80559085133418,0
22370,0,0.014634690029732143,2.98886851779733,0.9370909795398765,3.2795624550088425,7.22015664237578,2687,7,0,0,23,0,Autre,6,5.12,22,0,96.3,20490,351,47,13,12.82051282051282,52.42165242165242,88,34.7,17.6,17,15.384615384615385,14.3
22371,0,1.2843497278795895,17.1561677510242,5.644548371391762,3.6292238303700017,27.75512839752976,26807,81,3,0,4,0,Autre,6,33.76,22,0,88.2,21530,1147,12,-46.3,12.118570183086312,49.69485614646905,102,36.5,10.2,59,23.190932868352224,2.4
22372,0,0.2779354198811784,0.4442420312053502,1.3898112727508825,3.0207577868928603,5.156195908546053,6753,97,5,0,1.2,0,Autre,5,6.31,22,0,89.9,22540,2187,75,-62.1,12.254229538180155,47.005029721079104,112,58.9,13.6,154,36.21399176954733,10.1
22375,0,0.7959202532497265,1.0895165856253755,0.317630921166543,3.278320576470421,5.492972300091644,5694,8,1,0,13.6,0,Autre,6,7.29,22,0,83,22580,706,71,28.4,12.889518413597735,43.76770538243626,118,30.7,22.2,27,18.69688385269122,20
22376,0,0.8638422780942083,1.1659871631113463,2.9744885322632904,3.4532122785008488,8.476367239944008,19984,109,0,0,4.3,0,Autre,5,26.63,22,0,89.1,21600,1688,34,-23.4,12.144549763033176,48.04502369668246,105,32,10.9,64,23.696682464454977,4.9
22377,0,0.3954556213590517,0,0.6859593548414572,4.127267377938056,5.224163326717334,3949,60,7,0,30.6,0,Mer,6,6.65,22,0,82.5,24450,798,71,-19.6,11.152882205513784,38.847117794486216,168,49.9,15.9,44,21.804511278195488,18.2
22378,0,2.690768865789546,0,0.04815415225369978,3.508463181370667,6.310806979861699,4498,6,1,0,25.3,0,Autre,7,4.33,22,0,78.9,20290,215,43,-78.2,18.6046511627907,38.604651162790695,140,32.4,22.2,9,77.20930232558139,0
22379,0,0.01120650324384405,0,1.0770196815537183,4.054290472521052,5.163604161441088,4638,193,0,1,51.3,0,Mer,6,6.52,22,0,88,23830,1522,12,67,15.768725361366624,37.056504599211564,156,50.7,14.8,88,25.03285151116951,6.3
22380,0,0.284189559255125,0,0.49810856223010525,3.752941416810179,4.53523953829541,5348,61,1,0,9.8,0,Autre,6,9.6,22,0,87.7,21240,685,46,-36.7,13.576642335766422,48.32116788321168,105,34.9,27.6,29,19.416058394160586,0
22381,0,0.18185784054830234,0,0.06874824618023685,3.4389443274826808,3.729299824752297,2824,42,0,0,8.4,0,Autre,6,3.25,22,0,87.1,22230,353,77,-61.1,15.01416430594901,47.59206798866856,113,45.6,8.3,24,23.512747875354105,0
22383,0,2.221661928860258,0,0.23084021296187682,3.7838177549262455,6.23631989674838,3399,26,0,0,20.1,0,Estuaire,6,3.61,22,0,83.3,20840,217,34,202.4,15.207373271889402,49.30875576036866,93,45.6,15.4,13,21.658986175115206,16.2
22384,0,0.05251432714092054,2.6734006734006736e-4,0.7980844408247517,3.1608447972251303,4.049369257693652,5128,88,3,0,10.8,0,Autre,6,6.79,22,0,88,21610,1080,38,0.4,12.777777777777777,44.72222222222222,117,21.2,8.2,49,25.64814814814815,8.4
22385,0,0.025818496393341443,0,0.2428289211545783,3.2962526793492306,3.573138297178296,2785,79,0,0,14.2,0,Mer,5,4.57,22,0,89.5,22930,1113,74,-47.9,13.2973944294699,44.474393530997304,121,36.5,33.8,68,27.403414195867025,8.7
22386,0,0.34598232867599915,0,0.15691228125551668,3.543852648199182,4.0859594151356236,12129,18,0,0,5.9,0,Autre,6,25.13,22,0,92.1,20340,777,69,-38.1,13.64221364221364,46.074646074646076,104,33.2,17.9,28,59.97425997425997,0
22387,0,0.3767081244400751,0.053616658165848,0.3573662015168574,3.357621515839175,4.1561603800497675,10536,221,2,0,14.1,0,Autre,6,23.13,22,0,88.8,20530,1280,75,-24.5,13.593749999999998,40.15625,142,31.4,15.7,70,19.453125,3.4
22388,0,0.03599515982414544,8.5784543832902,0.1857698293383263,3.290273688314717,12.105796441777484,7166,88,1,0,3.8,0,Autre,6,7.35,22,0,90.6,20640,1257,37,9.8,12.649164677804295,49.2442322991249,101,55.9,23.2,56,37.07239459029435,7.2
22389,0,0.027229275526491497,9.319836141760415,1.7241761573234986,2.989327720758239,14.076330832643514,23860,267,2,0,1.9,0,Mer,4,17.44,22,1,91,22310,4977,23,17.5,12.818967249346997,49.5680128591521,100,50.3,15.3,360,34.82017279485634,6.7
22390,0,0.5511530364733368,0.005742722191620959,1.5134713360761862,3.447845383723046,5.520411408731042,5623,0,3,0,13.6,0,Autre,6,11.61,22,0,87.3,20300,779,45,-61.4,13.350449293966623,45.699614890885755,115,27.2,6.7,30,20.539152759948653,4
22391,0,1.850277471464665,0.016893651779386627,0.22926900123495475,4.166306777464045,6.276638718442101,20584,106,1,0,14.8,0,Autre,6,35.39,22,0,88.8,20930,1123,74,-25.9,15.22707034728406,43.9893143365984,114,56.3,19.5,41,17.98753339269813,6.2
29001,0,0.16680408167415275,0,0.7150083780485958,3.8147740964803454,4.716706959008461,8968,71,1,0,30.4,0,Mer,6,31.73,29,0,93.5,20250,998,72,81.1,14.929859719438879,46.9939879759519,107,45,11.3,62,13.527054108216433,21.7
29002,0,0.7717068040126583,0.3589637657098218,0.4609115623517717,3.2598098201742585,4.875152556014975,16681,43,0,0,5.1,1,Autre,6,34.04,29,0,81,20400,1397,34,27.7,13.600572655690765,43.020758768790266,129,43,7.7,65,42.161775232641375,4.5
29003,0,0.027767497525666814,0.274236580815016,1.406674701296199,4.117925750759115,5.850567562596493,15135,158,1,0,43.6,0,Mer,5,18.37,29,0,80.8,21920,3690,33,105.3,15.880758807588075,33.19783197831978,173,37.8,13.1,328,10.542005420054199,9.7
29004,0,0.38908343878510865,1.6622156909550356,1.2657326820695427,3.0502552784263566,6.379820560773791,44546,155,2,0,5.1,0,Autre,6,77.51,29,1,87.2,21220,5656,38,-44,14.975247524752474,46.074964639321074,107,69.9,13.3,301,18.65275813295615,14
29005,0,0.3657999863771392,0.08240141212620955,0.2418470728893796,2.664082760557487,3.357450058069079,3923,43,0,0,3.7,0,Autre,6,7.29,29,0,94.3,24180,1281,52,-59.8,11.7096018735363,45.3551912568306,116,52.1,14.5,55,17.48633879781421,3.3
29006,0,0,0.21438762533572825,2.913878672695965,4.97407549622531,8.125257485901615,10811,114,1,0,50.7,0,Mer,3,10.53,29,0,86.8,27000,3702,72,-56.7,11.912479740680713,35.440302539168016,183,49.8,13.4,306,18.287412209616424,4.9
29007,0,0.20183319959462198,2.076879265564716,0.2058411307748133,3.5328036640528544,6.041093232868005,12222,81,2,0,24.8,0,Autre,7,56.42,29,0,89.1,19820,879,74,-29.3,18.657565415244594,41.865756541524455,109,52.4,7,57,17.064846416382252,12.4
29008,0,2.2427913897968863,0.08064257062774866,0.15175427441125403,3.5619473978812715,6.050440042851209,24975,29,1,0,28.4,0,Mer,7,34.54,29,0,83.9,21780,1006,12,61.3,13.220675944333996,43.33996023856859,129,55.1,25,56,17.296222664015904,0
29010,1,1.717325090121304,0.025703267878905398,0.183841891894086,2.8798503306721477,4.815111058104071,14912,41,1,0,2.9,0,Autre,6,20.08,29,0,76.6,21920,1653,11,-12.9,12.462189957652752,53.055051421657595,87,57.4,8.5,71,20.38717483363581,7.1
29011,0,0.06893771238100817,0.344317953365018,1.0129299018184104,2.387254666158934,3.834434075699653,9709,127,0,0,0.7,0,Autre,4,7.27,29,0,87.2,27900,3559,22,-16.8,15.509974711997751,40.88227030064625,132,74.8,21.3,136,26.97386906434392,3.9
29012,0,0.9207095941606145,0,0.14371433789230634,4.910380754375449,5.97480468642837,3968,9,0,0,32.7,0,Autre,7,17.47,29,0,61.5,16430,179,12,-86.4,17.877094972067038,36.312849162011176,152,31.3,8.3,12,7.262569832402235,20
29013,0,0.049706640546382595,0,0.09581226147748664,3.491898008724333,3.6374169107482026,2294,11,0,0,36.4,0,Autre,7,13.62,29,0,100,19900,222,47,-14.8,17.117117117117118,42.792792792792795,139,44.3,21.4,14,8.108108108108109,7.3
29014,0,0.525950554398942,0,0.20837008338883503,3.8447520411778657,4.687131797402306,10243,17,0,0,15.5,0,Autre,7,25.64,29,0,84,18880,431,12,104.3,18.329466357308586,44.5475638051044,116,30.9,35,20,15.54524361948956,7.1
29015,0,1.1889952052994304,0.042205681680946655,0.8060496911697649,2.80683192151232,4.853366272995635,30198,98,0,0,1.2,0,Autre,5,28.31,29,0,88.1,23640,3545,74,-64.8,12.581100141043725,45.86741889985896,111,42.2,12.5,192,28.998589562764458,7.2
29016,0,1.0725329720168948,0.3389970879556541,0.3318590432090362,3.628090384573718,5.4293305453067635,14464,41,0,0,26.9,1,Autre,6,46.69,29,0,78.1,18980,1025,54,19.6,15.707317073170731,41.853658536585364,117,52.7,17.8,73,11.219512195121952,3.1
29017,0,0.7031022587552695,0,0.27431881052887475,3.6240661291823053,4.681173508020618,10149,30,1,0,6.2,0,Mer,6,14.06,29,0,85.8,22880,860,71,-35.9,13.25581395348837,46.51162790697674,106,47.8,6.2,48,26.627906976744185,0
29018,1,0.1412013252205821,16.699860788022793,0.579716689710408,4.652731497469072,22.073510300422857,7194,24,2,0,25.8,0,Autre,6,18.69,29,0,82.2,18690,439,75,-71.4,17.084282460136674,42.59681093394077,129,41.6,7.1,28,10.933940774487471,28.7
29019,0,0.010679967004638406,0.38263193833133263,1.819372855211158,2.0680897402460374,4.317024863517807,386078,6070,28,1,3.6,0,Mer,1,49.51,29,1,66.9,20840,139456,33,-55.1,21.886473152822393,46.484912804038544,82,63.1,21.6,7860,21.21887907296925,5.8
29020,0,0.2894901147517294,3.134559924291746,0.9878379819398188,2.796363403574441,7.234757224160757,86990,140,0,0,2.8,0,Autre,5,67.87,29,0,87.7,21330,5736,33,-28.6,14.278242677824268,47.5418410041841,99,55.6,13.1,313,16.858437935843792,16.4
29021,0,0.7729239222457613,0.09021618092954466,2.2058998618931716,4.885815532643659,7.9747836209422305,8947,168,1,0,48,0,Mer,6,14.28,29,0,87.6,22560,1926,23,-39.5,14.122533748701974,37.07165109034268,170,59,13.2,121,17.808930425752855,4.1
29022,1,0.01622928084021343,0.06857986211772737,1.799379969436336,4.860100789471213,6.761533478110589,6997,178,2,0,41.1,0,Mer,5,11.64,29,0,79.8,22410,2462,74,33.7,15.922014622258326,33.10316815597076,182,44.5,16.4,152,10.357432981316004,6.2
29023,0,0.05341345878189531,0.13238217926832477,1.3460561076231932,5.410813527198073,6.955825757551419,9071,174,2,0,40.7,0,Mer,5,9.02,29,0,80.1,26780,3212,74,-36.6,12.32876712328767,35.647571606475715,184,41.4,10.4,260,33.655043586550434,0
29024,0,0.055076491531539616,6.650863780328538,3.882230762278697,3.2972989388701923,13.914018964750136,58762,646,2,0,4.7,0,Autre,3,25.81,29,1,77.7,20940,7165,23,15,17.43196092114445,39.20446615491975,129,49.3,9.5,577,18.939288206559667,17.2
29025,1,0.5192100621656699,0.8575809192324176,0.15341120658008775,3.7023013077240488,5.251776182769586,19321,60,0,0,11,0,Autre,5,37.66,29,0,91.6,20990,1532,12,-18.4,14.033942558746737,46.14882506527415,111,37.3,24.3,70,14.882506527415144,5.5
29026,0,0.10298840981850813,3.3597180986787185,7.784686772141842,2.756659157825303,14.032417968813604,25677,244,4,0,3.1,0,Autre,5,20.81,29,1,83.3,21330,5156,31,-48.8,17.43599689681924,45.112490302560126,106,50.5,12.4,370,20.636152055857256,8.1
29027,0,0.3347227486321046,4.427078284330874,1.3350599543714974,3.1506290838599664,9.278496478490688,29550,175,1,0,14.7,0,Autre,5,42.58,29,0,83.3,20630,3650,43,26.3,15.013698630136988,40.465753424657535,130,36.7,13.5,222,17.26027397260274,11.2
29028,0,0.20637448860309804,0.03432291654839853,0.5906845011375578,3.9119100243204263,4.748364545638761,7065,52,1,0,39.5,0,Mer,6,19.08,29,0,91.7,19510,915,22,-54.2,14.535519125683061,30.273224043715846,215,34.7,13.3,60,11.693989071038251,7.6
29029,0,3.2666750811261664,2.9733830830562105,1.089989405794861,3.5301506963902454,10.862724201890083,15663,62,1,0,8.1,0,Autre,6,29.81,29,0,91.3,21730,1138,47,-30,12.56590509666081,47.715289982425304,107,39.4,17,53,16.520210896309315,10.6
29030,0,1.4673175897039044,0.40477183800685634,1.3858051183859597,3.9678343412195876,7.239595921866344,39714,100,2,0,25.5,0,Mer,5,37.44,29,0,85.8,22040,3635,37,30.4,13.562585969738652,45.006877579092155,124,50,14.4,209,19.669876203576344,7.3
29031,0,0.1080478087046835,1.28905965907465,0.6939485520425728,4.543984682573155,6.653796290648375,20776,209,0,0,39.7,0,Mer,5,34.83,29,0,86.2,24450,4625,74,-28.9,13.945945945945946,39.005405405405405,154,42.1,12.2,353,20.756756756756754,6.6
29032,0,0.016107012224785285,0.011409738496669083,0.9765964964477882,3.9598427671184737,4.989508722230419,5883,55,0,0,12,0,Estuaire,3,13.02,29,0,92.8,24470,2113,71,159.2,15.664931377188832,42.12020823473734,128,66.2,14.6,144,20.160908660672032,4.3
29033,1,4.3284563979291155,0,0.11402653032313864,3.7104131591385556,8.15289608739081,16999,15,0,0,14.7,0,Autre,6,20.42,29,0,94.7,19370,520,56,57.5,16.346153846153847,45.57692307692307,108,31.8,16,25,14.038461538461538,0
29034,1,0.3452987574582859,0.008022464783516637,0.23877591960965805,3.8029144024445007,4.395011544295961,13411,21,1,0,16.1,0,Autre,7,28.48,29,0,91.4,20260,653,75,-86.6,15.773353751914243,42.87901990811638,128,21.2,0,25,16.38591117917305,16.9
29035,0,0.28600420207840066,0.01166925525623539,0.05622989887065153,3.052944483017296,3.4127854170298253,6703,46,0,0,1.8,0,Autre,5,10.82,29,0,90.4,22220,1121,34,-18.3,13.648528099910795,51.65031222123104,86,56.8,27.8,36,34.79036574487065,0
29036,0,0.24692791457552074,0.0027581788029549226,0.09789138416962898,3.677134350440695,4.024711827988799,12537,39,1,0,19.1,0,Autre,7,28.39,29,0,85.6,18750,603,71,-24.8,18.573797678275287,43.61525704809287,113,52,13.5,37,7.79436152570481,25.4
29037,0,0.028204805509946067,0.08182268868147412,0.8481149694881336,4.1884083684792035,5.158208091594021,12351,154,1,0,35,0,Mer,6,24.13,29,0,89.8,25240,4236,75,32.2,13.385269121813032,41.57223796033994,137,51.5,13.4,305,19.216241737488197,3.2
29038,0,0.6265357558923724,0.9101687823440017,0.2036676220698757,3.6889300828812264,5.429302243187476,16608,59,0,0,28.7,0,Autre,6,39.9,29,0,85.4,19210,997,48,3,14.142427281845539,46.238716148445334,102,34,20,65,15.947843530591776,17.6
29039,1,0.01633541328823322,1.1967269172740296,2.0961523370566932,3.0773268338823945,6.403773644458339,83965,610,5,0,15,0,Mer,3,41.08,29,0,81.2,22680,20209,74,-58.7,16.537186402098076,40.77886090355782,132,60.3,14.9,1493,20.416646048790142,12.7
29040,0,0.18551409588584902,0.09195524780515443,0.6740996044318753,4.436342893900555,5.397532339064679,8422,170,0,0,27.4,0,Mer,5,8.45,29,0,82.4,26170,2768,74,-45.2,15.065028901734104,37.5,157,37,19.1,173,26.77023121387283,8.5
29041,0,0.3810768567447488,0.6159088539738936,0.38622846565575997,3.155565099397098,4.556045903391692,17787,65,0,0,4.4,1,Autre,5,31.36,29,0,84.8,21420,1887,54,-40.1,12.453630100688924,47.21780604133545,109,31.4,12.6,127,13.884472708002118,11.2
29042,0,0.02798976311690042,0.12065417351668034,1.7561148997705,4.849887963655253,6.796445340447691,33766,502,2,0,43.6,0,Mer,5,80.37,29,0,74.7,22730,7360,74,6.9,15.17663043478261,39.71467391304348,137,50.4,12,581,21.317934782608695,8.8
29043,0,0.016587261646376094,0.054370072933172295,1.3730168557265987,3.217635042232508,4.685042801294526,6136,106,0,1,4.5,0,Mer,5,5.42,29,0,91.6,24590,1833,33,-29,12.82051282051282,44.57174031642116,116,65.4,15.1,119,36.33387888707038,4.8
29044,0,0.17822352221500015,0.14615243264143044,1.4746688096702216,2.3704181827994164,4.1742859918411135,18273,80,0,0,13.7,0,Mer,5,45.96,29,0,44,21060,1864,74,-46,9.817596566523605,59.71030042918455,71,33,14.7,68,10.836909871244634,1.1
29045,0,1.4764304217195339,0.5146705531265515,0.9342041144617506,3.002443575681378,5.9530549238924255,30113,104,1,0,3.8,0,Mer,5,33.02,29,0,91.7,25000,2206,12,-7.6,17.860380779691752,46.645512239347234,101,42.1,15.8,114,26.790571169537625,4.7
29046,1,0.008520840451163254,1.6100418130882155,1.994585022749462,2.828846177156121,6.4566468671967305,50367,482,8,0,15.4,0,Mer,3,24.94,29,0,75.4,21160,13956,86,-27.5,16.286901691028948,40.49871023215822,131,56.1,14.5,1018,15.627687016337061,9.1
29047,0,0.8304269830200574,0.04354885007522295,0.4432063034593926,2.5808663901227127,3.9035057818623375,10420,62,0,0,0.8,0,Autre,5,9.5,29,0,89.9,22540,1904,74,113.4,13.497899159663865,48.161764705882355,106,61.3,21.1,76,27.363445378151262,12.3
29048,0,0.47465940405591495,0.24761092995032868,0.36687811464647674,3.0370899018207127,4.1335255520777725,18451,90,0,0,1.8,1,Autre,5,39.98,29,0,93,22050,2235,74,-64.2,13.512304250559284,50.02237136465324,100,45.2,17.1,111,19.284116331096197,3.7
29049,1,0.7476374767121299,0.23057223791695208,0.3040506727558012,3.1616282470146326,4.457769947391362,41323,114,1,0,6.9,0,Autre,6,70.3,29,0,93.6,21670,3328,23,44.3,12.860576923076922,48.88822115384615,101,47.4,17.3,150,19.411057692307693,6.1
29051,1,0.19130010868893169,1.287598325674866,0.9077666162073657,2.72176418613752,5.12688087048198,35077,229,1,0,1.4,0,Autre,5,39.87,29,0,92.2,23680,8484,22,34.4,15.15794436586516,45.744931636020745,111,51.8,14.6,471,20.238095238095237,8.2
29053,1,0,0.5503389192527828,1.205345606425906,3.628934662063522,5.398402603673494,6072,133,0,0,9,0,Mer,5,11.85,29,0,86.5,22850,1782,38,111.7,11.05499438832772,48.035914702581366,108,65.5,10.3,145,25.196408529741866,5.3
29054,0,0.04300006508136398,0.03992181935734808,0.07587440907879905,3.329892598562619,3.48868889208013,7082,56,0,0,32.9,0,Autre,7,31.55,29,0,83.1,18530,656,74,-54.7,17.378048780487802,41.61585365853659,112,27.3,16.7,48,9.603658536585366,7.2
29055,0,0.15027865197569676,0.17457873187671633,1.0494691311666478,2.6510278792951265,4.041574977862475,10463,167,2,0,1.3,0,Autre,4,9.77,29,0,88.8,22290,3239,12,-18.1,16.085211485026242,43.90243902439025,117,47.3,12.9,147,24.359370175980242,4.8
29056,0,0.005177164572271597,4.340245250640966,0.1452662000025567,2.8840599511992,7.387534400058658,9306,98,0,0,2.1,0,Mer,6,9.21,29,1,91.2,25820,1962,23,-99.8,14.169215086646277,46.4322120285423,105,37.2,22.7,66,26.809378185524974,4
29057,0,0.048942700717033376,1.0171548413775897,0.9890445276038311,4.398614648520221,6.47694864296958,12063,106,1,0,26.7,0,Mer,6,18.53,29,0,86.3,25580,3459,74,-11.8,14.397224631396357,41.89071986123157,138,52.2,13.8,305,21.682567215958372,4.2
29058,1,0.009228233662329334,0.885490287858748,1.6024292460344234,4.156388344452701,6.693233062426268,31028,374,3,0,32.2,0,Mer,3,32.76,29,0,89.3,25820,10060,74,-19.7,14.930417495029822,38.886679920477135,152,54.8,17,769,23.707753479125248,4.7
29059,1,0.2762651255112255,0.6586623405659132,0.23853800725987107,3.3265219673256965,4.507614749162551,7301,35,0,0,3.1,0,Autre,6,13.34,29,0,94.8,22850,1052,43,-62,13.688212927756654,48.38403041825095,105,55.9,8.4,83,34.88593155893536,7.3
29060,0,0.009416524111301006,0,0.09874099614190997,3.4925987303791315,3.6113537765558172,6838,80,1,0,10.9,0,Autre,3,17.07,29,0,94.4,24920,2781,33,57.4,14.13160733549083,44.80402732829917,119,46.7,17.8,146,19.093851132686083,1.5
29061,1,0.23663044444502643,0.3193494074706448,2.2284553791836332,2.8247370631562663,5.654681458493342,20123,198,2,0,0.9,0,Autre,4,12.08,29,0,85.2,24940,6281,31,204.9,15.34787454227034,44.72217799713422,117,52.4,12.7,455,30.425091545932176,4.8
29062,0,2.900318160443994,0.009546277997364953,0.14266131207230748,3.2858134242325487,6.338339174746215,18293,55,0,0,14.8,0,Autre,6,30.94,29,0,90.9,21170,1104,74,60.5,12.952898550724637,48.278985507246375,105,60.3,10,40,14.855072463768115,5.7
29063,0,0.46696916856116955,0.052826001331219175,0.24455310620397483,4.138883289384636,4.929388643695451,6409,21,0,0,27,0,Mer,7,12.77,29,0,74.9,21080,430,31,-12.3,16.046511627906977,39.76744186046511,140,40.7,4.5,22,13.953488372093023,0
29064,0,0.29588761199842367,1.6435769777709985,0.10834768923980861,3.81678049088168,5.864592769890911,6924,30,0,0,20,0,Mer,6,6.38,29,0,91.7,22400,447,74,-45.5,17.002237136465325,48.322147651006716,110,39.3,11.8,34,26.174496644295303,0
29065,0,0.2991534170058161,0.953314822552492,0.0685407696872746,3.202977094985912,4.5419340647099045,7711,27,0,0,4,0,Autre,6,9.91,29,0,91.5,21630,924,37,-79.6,13.636363636363635,47.83549783549784,105,38.7,14.3,35,19.047619047619047,3.8
29066,0,0.18770181576376593,0.38723760001560575,0.3215222106105137,2.9148361823132847,3.829744518998114,9171,52,1,0,2.6,0,Autre,6,22.72,29,0,94.5,23260,1824,65,135.2,11.513157894736842,46.92982456140351,108,49.9,18.5,81,27.247807017543856,4.6
29067,0,0.15950182965375917,9.966905407351442,1.3696124813583777,3.516515551719176,15.025707542224104,6898,40,1,0,9.5,0,Autre,6,21.83,29,0,86.5,20110,1286,13,106.5,15.007776049766719,40.27993779160187,134,30.2,6.2,97,20.839813374805598,11.6
29068,1,2.3386983991575825,0.1646669928070561,0.25353475253062185,3.0720737245401213,5.834516128586534,32226,51,1,0,3.7,0,Autre,5,42.64,29,0,91.7,20930,2529,72,-23.9,12.060102807433768,48.240411229735074,101,37.4,12.6,111,22.459470146302888,12.3
29069,0,0.0552351175544075,0.27831251666586976,0.8276446216320799,2.3227574540113705,3.53000435680657,21321,295,1,0,1,0,Autre,4,18.98,29,0,88.8,23900,8119,72,12.6,14.558443158024387,45.31346224904545,114,52.8,16.3,294,31.67877817465205,9.2
29070,0,0.11138641999259395,0.009065357204936555,0.23073634420572728,3.7995087636788822,4.161505962458807,3910,12,1,0,3.7,0,Autre,6,11.25,29,0,89.2,20840,523,47,-49,13.957934990439771,48.18355640535373,96,38.5,16.7,24,16.634799235181642,23
29071,0,0.3472772596215258,1.7332779613708873,0.06759551315948067,3.1736881159518036,5.339117122980683,8179,32,0,0,12.4,0,Autre,6,22.75,29,0,93.7,20120,790,71,-34.4,13.79746835443038,49.24050632911393,98,32.4,10,30,15.063291139240507,9.6
29072,0,0,0.524049969913178,2.7118608774933572,4.677817234337494,7.939028718051105,6383,94,5,0,39.2,0,Mer,3,2.46,29,0,71.2,21800,2693,22,-48.5,16.264389157073893,33.82844411437059,173,64.2,10.4,201,17.823988117341255,2.3
29073,0,0.5245593924002134,0.15968280031970464,0.15196752966088325,4.33076060247685,5.181492537096977,7906,49,0,1,24.7,0,Mer,6,18.73,29,0,76.2,22030,932,37,32.7,15.343347639484978,39.91416309012876,132,48.2,19.7,71,27.682403433476395,10.3
29074,0,0.6434210927052458,0.021878203363872854,0.1561571306770269,3.0511690913764142,3.87262551812256,4196,19,1,0,5.4,0,Autre,5,11.22,29,1,94.1,20610,1007,43,-26.9,12.611717974180737,52.43296921549155,89,36.9,8.1,37,16.9811320754717,5.9
29075,0,0.5112264080153323,1.487889619472423,2.1424177433991165,2.5418076042005193,6.727448846251232,110433,506,2,0,0.8,0,Mer,4,44.13,29,0,87,24470,15196,37,-43.9,15.109239273493024,45.215846275335615,107,58.4,14.1,926,31.014740721242433,5.2
29076,1,0.9975789510105689,0.3050216360743749,0.7925228318585971,2.885048867128968,4.997592684054435,39551,192,3,0,0.4,0,Autre,5,41.62,29,0,89.7,23520,4606,22,-3.4,13.612679114198873,47.56838905775076,101,49.9,15.4,234,30.438558402084237,9.3
29077,0,0.4907610179124284,0.2021975273773182,0.28429801985088055,3.995739325529259,4.985547024404485,17907,105,2,1,29.1,1,Mer,6,25.18,29,0,88.7,21590,1983,47,60.5,14.170448814926878,40.34291477559254,142,60.8,11.4,114,20.070600100857288,10.9
29078,1,0.5054460815277371,0.5280448055940691,0.43872095831984104,3.419807436704717,4.913048646615647,23045,107,0,0,11,0,Mer,6,59.11,29,0,91,22510,2036,34,147,11.836935166994106,50.049115913555994,95,44.5,16.2,117,20.530451866404714,5.1
29079,0,0.3308607134212847,0.06684355818627355,0.1620119644934691,3.9321080431689084,4.497868411439269,7643,61,0,0,10.2,1,Mer,6,9.95,29,0,90.6,21550,1224,38,58.8,13.88888888888889,43.13725490196079,127,66.2,17.2,58,18.954248366013072,8.8
29080,0,0.004725396733227207,0.04141454014565218,0.12997477962534204,3.112608565078447,3.288723281582668,6402,104,0,0,14.9,0,Mer,5,13.16,29,0,92.3,24640,2224,74,-37.3,11.285971223021583,47.61690647482014,108,48.8,10.7,112,24.505395683453237,10.5
29081,0,0.10927033539523165,0.15462228938648928,1.7479978679674453,3.9508883752668527,5.977756498800332,7170,101,0,0,22.5,0,Autre,6,14.87,29,0,64.7,20290,1405,33,10.5,16.583629893238435,30.106761565836297,188,57.6,10.6,151,18.14946619217082,10
29082,0,0.1327789260362113,0,0.9697817278810569,7.1955005148890905,8.324782594430406,2059,17,1,0,64.9,0,Mer,6,3.05,29,0,22.9,21840,450,37,-58.3,15.11111111111111,36.22222222222222,157,12.1,16.3,49,8.88888888888889,9.1
29085,0,0.32344573645258495,0,0.8720679830566793,7.252856589041763,8.469948301835512,1746,28,0,0,70.4,0,Mer,5,1.26,29,0,86,25560,737,33,-3.2,10.990502035278155,33.242876526458616,202,49.5,10.3,58,22.116689280868385,0
29086,0,2.1253937854832357,0.03266155344118051,0.22939082359529267,3.1433733991115638,5.538862821914789,15828,69,0,0,5.3,0,Autre,5,29.6,29,0,88.9,22910,1459,74,7.7,13.570938999314599,47.36120630568883,103,57.8,31.8,66,23.37217272104181,7.9
29087,0,0.5165348344783985,0.002967934914106583,0.0957059172078311,3.2191229624145463,3.834331649014883,8632,23,1,0,10.6,0,Autre,6,14.38,29,0,81.9,21350,725,34,357.5,13.10344827586207,45.793103448275865,109,50.4,13.2,38,21.379310344827587,4.2
29089,0,2.5870143675614927,0.12998777964584796,0.11703888740540866,3.6489139990492934,6.482955033662043,22403,63,0,0,9.2,0,Autre,6,24.94,29,0,84.2,22650,852,23,20.7,16.19718309859155,46.478873239436616,108,47.3,8.1,37,20.89201877934272,19.5
29090,0,0.18841320538358208,0.01628713942602041,0.27112991360746536,4.282929972276094,4.820181390070541,5377,27,0,0,15.3,0,Mer,6,11.45,29,0,91.5,23290,784,42,14.9,16.581632653061224,42.857142857142854,108,58.3,19.5,41,16.581632653061224,0
